172.19.0.1 - - [03/Jun/2023:15:51:37 +0000] "GET / HTTP/1.1" 403 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57"
172.19.0.1 - - [03/Jun/2023:15:51:41 +0000] "GET / HTTP/1.1" 403 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57"
172.19.0.1 - - [03/Jun/2023:15:51:41 +0000] "GET /favicon.ico HTTP/1.1" 500 579 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57"
172.19.0.1 - - [03/Jun/2023:15:51:42 +0000] "GET / HTTP/1.1" 403 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57"
172.19.0.1 - - [03/Jun/2023:15:51:42 +0000] "GET /favicon.ico HTTP/1.1" 500 579 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57"
172.19.0.1 - - [03/Jun/2023:15:51:42 +0000] "GET / HTTP/1.1" 403 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57"
172.19.0.1 - - [03/Jun/2023:15:51:42 +0000] "GET /favicon.ico HTTP/1.1" 500 579 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57"
172.19.0.1 - - [03/Jun/2023:15:51:42 +0000] "GET / HTTP/1.1" 403 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57"
172.19.0.1 - - [03/Jun/2023:15:51:42 +0000] "GET /favicon.ico HTTP/1.1" 500 579 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57"
172.19.0.1 - - [03/Jun/2023:15:51:43 +0000] "GET / HTTP/1.1" 403 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57"
172.19.0.1 - - [03/Jun/2023:15:51:43 +0000] "GET /favicon.ico HTTP/1.1" 500 579 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57"
172.19.0.1 - - [03/Jun/2023:15:51:44 +0000] "GET / HTTP/1.1" 403 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57"
172.19.0.1 - - [03/Jun/2023:15:51:44 +0000] "GET /favicon.ico HTTP/1.1" 500 579 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57"
172.19.0.1 - - [03/Jun/2023:15:51:59 +0000] "GET / HTTP/1.1" 403 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
172.19.0.1 - - [03/Jun/2023:15:51:59 +0000] "GET /favicon.ico HTTP/1.1" 500 579 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
172.19.0.1 - - [03/Jun/2023:15:52:02 +0000] "GET / HTTP/1.1" 403 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
172.19.0.1 - - [03/Jun/2023:15:52:02 +0000] "GET /favicon.ico HTTP/1.1" 500 579 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
172.19.0.1 - - [03/Jun/2023:15:52:04 +0000] "GET / HTTP/1.1" 403 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
172.19.0.1 - - [03/Jun/2023:15:52:04 +0000] "GET /favicon.ico HTTP/1.1" 500 579 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
172.19.0.1 - - [03/Jun/2023:15:52:04 +0000] "GET / HTTP/1.1" 403 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
172.19.0.1 - - [03/Jun/2023:15:52:04 +0000] "GET /favicon.ico HTTP/1.1" 500 579 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
172.19.0.1 - - [03/Jun/2023:15:52:04 +0000] "GET / HTTP/1.1" 403 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
172.19.0.1 - - [03/Jun/2023:15:52:04 +0000] "GET /favicon.ico HTTP/1.1" 500 579 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
172.19.0.1 - - [03/Jun/2023:15:52:04 +0000] "GET / HTTP/1.1" 403 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
172.19.0.1 - - [03/Jun/2023:15:52:04 +0000] "GET /favicon.ico HTTP/1.1" 500 579 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
172.20.0.1 - - [03/Jun/2023:16:28:31 +0000] "GET / HTTP/1.1" 200 1037 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57"
172.20.0.1 - - [03/Jun/2023:16:28:31 +0000] "GET /bundle.js HTTP/1.1" 200 493340 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 Edg/113.0.1774.57"
172.20.0.1 - - [03/Jun/2023:23:24:10 +0000] "GET /wpad.dat HTTP/1.1" 200 1037 "-" "WinHttp-Autoproxy-Service/5.1"
172.20.0.1 - - [03/Jun/2023:23:24:13 +0000] "GET /wpad.dat HTTP/1.1" 200 1037 "-" "WinHttp-Autoproxy-Service/5.1"
